Группа;День недели;Дата;Время;Дисциплина;Вид нагрузки кафедры;Преподаватель;Аудитория
ПСИ-Б-01-В-2022-2;Сб;30.11.2024;10.10 - 11.40;Психодиагностика. Экспериментальные и прикладные методы в исследовательской и консультационной практике;Практическое занятие;Ковальчишина Наталья Ивановна;405
ПСИ-Б-01-В-2022-2;Сб;30.11.2024;12.10 - 13.40;Гендерная психология;Практическое занятие;Самаль Елена Викторовна;405
ПСИ-Б-01-В-2022-2;Сб;30.11.2024;13.50 - 15.20;Гендерная психология;Практическое занятие;Самаль Елена Викторовна;405
ПСИ-Б-01-Д-2022-2;Сб;30.11.2024;12.10 - 13.40;Элективные дисциплины по физической культуре и спорту (Шахматы и шашки (СМГ));Практическое занятие;Данилевич Наталья Валерьевна;209
ПСИ-Б-01-Д-2022-2;Сб;30.11.2024;12.10 - 13.40;Элективные дисциплины по физической культуре и спорту (Силовые виды спорта);Практическое занятие;Омелюсик Василий Андреевич;148 Спортивный зал
ПСИ-Б-01-Д-2022-2;Сб;30.11.2024;13.50 - 15.20;Элективные дисциплины по физической культуре и спорту (Шахматы и шашки (СМГ));Практическое занятие;Данилевич Наталья Валерьевна;209
ПСИ-Б-01-Д-2022-2;Сб;30.11.2024;13.50 - 15.20;Элективные дисциплины по физической культуре и спорту (Силовые виды спорта);Практическое занятие;Омелюсик Василий Андреевич;148 Спортивный зал
МЕН-Б-3-Д-2023-1;Сб;30.11.2024;10.10 - 11.40;Тайм-менеджмент в проектной деятельности;Практическое занятие;Нарвойш Юлия Александровна;203
МЕН-Б-3-Д-2023-1;Сб;30.11.2024;12.10 - 13.40;Деловое общение;Практическое занятие;Саболевский Илья Русланович;203
МЕН-Б-3-Д-2023-1;Сб;30.11.2024;13.50 - 15.20;Проектная деятельность;Практическое занятие;Михолап Сергей Владимирович;203
МЕН-Б-3-Д-2023-1;Сб;30.11.2024;15.30 - 17.00;Основы менеджмента;Практическое занятие;Нарвойш Юлия Александровна;203
ПСИ-Б-04-Д-2023-1;Сб;30.11.2024;10.10 - 11.40;Введение в конфликтологию;Практическое занятие;Хомич Нина Кондратьевна;221
ПСИ-Б-04-Д-2023-1;Сб;30.11.2024;12.10 - 13.40;Основы киберпсихологии;Практическое занятие;Шлимаков Максим Сергеевич;221
СРБ-Б-04-Д-2023-1;Сб;30.11.2024;12.10 - 13.40;Методика исследований в социальной работе;Практическое занятие;Ворошилина Наталья Николаевна;316
СРБ-Б-04-Д-2023-1;Сб;30.11.2024;13.50 - 15.20;Этические основы социальной работы;Практическое занятие;Игнатовец Людмила Михайловна;316
СРБ-Б-04-Д-2023-1;Сб;30.11.2024;15.30 - 17.00;Социальная педагогика;Практическое занятие;Короткевич Татьяна Николаевна;316
СРБ-Б-04-Д-2023-1;Сб;30.11.2024;17.10 - 18.40;Социальная педагогика;Лекция;Короткевич Татьяна Николаевна;316
ЮСТ-Б-2-Д-2023-1;Сб;30.11.2024;15.30 - 17.00;Элективные дисциплины по физической культуре и спорту (Настольный теннис);Практическое занятие;Широканова Лидия Ивановна;148 Спортивный зал
ЮСТ-Б-2-Д-2023-1;Сб;30.11.2024;17.10 - 18.40;Элективные дисциплины по физической культуре и спорту (Настольный теннис);Практическое занятие;Широканова Лидия Ивановна;148 Спортивный зал
МЕН-М-5-Д-2023-1;Сб;30.11.2024;10.10 - 11.40;Технологии проектного управления;Практическое занятие;Корнелюк Наталья Николаевна;202
МЕН-М-5-Д-2023-1;Сб;30.11.2024;12.10 - 13.40;Реинжиниринг бизнес-процессов;Практическое занятие;Стрижевич Александра Сергеевна;202
МЕН-М-5-Д-2023-1;Сб;30.11.2024;13.50 - 15.20;Реинжиниринг бизнес-процессов;Практическое занятие;Стрижевич Александра Сергеевна;202
МЕН-М-5-Д-2023-1;Сб;30.11.2024;15.30 - 17.00;Психология рекламы;Практическое занятие;Азарёнок Наталья Валерьевна;202
ПСИ-Б-04-В-2023-1;Сб;30.11.2024;08.30 - 10.00;Психология личности;Практическое занятие;Станкевич Татьяна Ивановна;154
ПСИ-Б-04-В-2023-1;Сб;30.11.2024;10.10 - 11.40;Психология личности;Практическое занятие;Станкевич Татьяна Ивановна;154
ПСИ-Б-04-В-2023-1;Сб;30.11.2024;12.10 - 13.40;Психология безопасности;Практическое занятие;Шингель Александр Леонидович;154
